marca,modelo,anios_produccion,rango_anios,tiene_serie,tiene_deportiva,observaciones_facelift,serie_1g,serie_2g,serie_3g,precio_fatal_10,precio_mal_13,precio_regular_17,precio_bien_23,precio_vida_deportiva,valor_minimo_usado,porcentaje_15,porcentaje_20,porcentaje_23
JEEP,CHEROKKE TRAIHAWK,2014 EN ADELANTE,14-19,True,False,,,,,4880.0,5380.0,6730.0,7370.0,,13500.0,2025.0,2700.0,3105.0
JEEP,CHEROKKE TRAIHAWK,2014 EN ADELANTE,19-21,False,False,"CAMBIAN LOS PARAGOLPES DELANTERO, REJILLAS, ALETAS, CAPO, PORTON TRASERO E ILUMINACION",,,,,5380.0,6570.0,9270.0,,17800.0,2670.0,3560.0,4094.0
JEEP,GLADIATOR,2022 EN ADELANTE,22>,True,False,,,,,,,,,,49000.0,7350.0,9800.0,11270.0
JEEP,GRAND CHEROKEE,2011-2021,11-13,True,False,,,,,,4480.0,5380.0,6280.0,,10000.0,1500.0,2000.0,2300.0
JEEP,GRAND CHEROKEE,2011-2021,13-16,True,False,CAMBIA PRACTICAMENTE TODO PERO TENIENDO EN CUENTA QUE LA CARROCERIA ES LA MISMA (PARECE QUE LAS PUERTAS SON IGUALES PERO CON MOLDURA ADESIVA SIMPLEMENTE),,,,4680.0,5380.0,5880.0,6880.0,,14200.0,2130.0,2840.0,3266.0
JEEP,GRAND CHEROKEE,2011-2021,17-21,False,False,"CAMBIA BASICAMENTE PARAGOLPES DELANTERO, LAS REJILLAS Y LOS NIEBLAS DELANTEROS",20019>,,,5380.0,5830.0,6230.0,7780.0,,23000.0,3450.0,4600.0,5290.0
JEEP,GRAND CHEROKEE,2022 EN ADELANTE,22>,True,False,,,,,6280.0,7180.0,9280.0,10380.0,,67900.0,10185.0,13580.0,15617.0
JEEP,COMPASS,2017-2025,17-21,True,False,,2830/150cv,1.6 mjet,3380/1g,3830.0,4280.0,4880.0,5680.0,,11000.0,1650.0,2200.0,2530.0
JEEP,COMPASS,2017-2025,21-25,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS Y LA ILUMINACION",4280/1g,4680/1g,5380/2g,4280.0,4630.0,5380.0,5880.0,,16500.0,2475.0,3300.0,3795.0
JEEP,COMPASS,2025 EN ADELANTE,25>,True,False,,,,,,,,,,0.0,0.0,0.0,0.0
JEEP,RENEGADE,2015 EN ADELANTE,15-18,True,False,,2830/1g,3630/2g,4230/3g,3080.0,3680.0,4230.0,4480.0,,8000.0,1200.0,1600.0,1840.0
JEEP,RENEGADE,2015 EN ADELANTE,18>,True,False,"CAMBIA EL PARAGOLPES DELANTERO, REJILLAS, PARAGOLPES TRASERO, PORTON TRASERO Y LA ILUMINACION",3180/1g,4130/2gh,4580/3g,3180.0,3830.0,4880.0,6130.0,,12000.0,1800.0,2400.0,2760.0
JEEP,WRANGLER,2018 EN ADELANTE,18-23,True,False,,,ind-12800,,6130.0,7380.0,8830.0,10230.0,,40000.0,6000.0,8000.0,9200.0
JEEP,WRANGLER,2018 EN ADELANTE,24>,True,False,CAMBIA SOLO L APARRILLA FRONTAL,,,,,,,,,54000.0,8100.0,10800.0,12420.0
JLR (DEFENDER / DISCOVERY / RANGE ROVER / JAGUAR),90 / 110 / 130,2020 EN ADELANTE,25>,True,False,EL MODELO DE 3 PUERTAS ES DENOMINADO CON TIPO 90 Y EL DE 5 PUERTAS ES DENOMINADO CON TIPO 110 / EL 130 5 PUERTAS MAS LARGO,,,,,,,,,0.0,0.0,0.0,0.0
JLR (DEFENDER / DISCOVERY / RANGE ROVER / JAGUAR),DISCOVERY,2016 EN ADELANTE,25>,True,False,,,,,,,,,,0.0,0.0,0.0,0.0
JLR (DEFENDER / DISCOVERY / RANGE ROVER / JAGUAR),DISCOVERY SPORT,2019 EN ADELANTE,25>,True,False,,,,,,,,,,0.0,0.0,0.0,0.0
JLR (DEFENDER / DISCOVERY / RANGE ROVER / JAGUAR),EVOQUE,2019 EN ADELANTE,25>,True,False,,,,,,,,,,0.0,0.0,0.0,0.0
JLR (DEFENDER / DISCOVERY / RANGE ROVER / JAGUAR),RANGE ROVER,2022 EN ADELANTE,25>,True,False,,,,,,,,,,0.0,0.0,0.0,0.0
JLR (DEFENDER / DISCOVERY / RANGE ROVER / JAGUAR),SPORT,2023 EN ADELANTE,25>,True,False,,,,,,,,,,0.0,0.0,0.0,0.0
JLR (DEFENDER / DISCOVERY / RANGE ROVER / JAGUAR),VELAR,2018 EN ADELANTE,25>,True,False,,,,,,,,,,0.0,0.0,0.0,0.0
KGM,KORANDO,2019 EN ADELANTE,24>,True,False,,,,,,,,,,24900.0,3735.0,4980.0,5727.0
KGM,MUSSO,2018 EN ADELANTE,24>,True,False,,,,,,,,,,29500.0,4425.0,5900.0,6785.0
KGM,REXTON,2022 EN ADELANTE,24>,True,False,,,,,,,,,,44000.0,6600.0,8800.0,10120.0
KGM,TIVOLI,2015 EN ADELANTE,24>,True,False,,,,,,,,,,18300.0,2745.0,3660.0,4209.0
KGM,TIVOLI GRAND,2016 EN ADELANTE,24>,True,False,,,,,,,,,,18700.0,2805.0,3740.0,4301.0
KGM,TORRES,2023 EN ADELANTE,24>,True,False,,,,,,,,,,28400.0,4260.0,5680.0,6532.0
KGM,TORRES ACTYON,2025 EN ADELANTE,25>,True,False,,,,,,,,,,0.0,0.0,0.0,0.0
KIA,CARENS,2013-2018,13-16,True,False,,1330/1g,1830/2g,2370/3g,1230.0,1570.0,2080.0,2630.0,,5300.0,795.0,1060.0,1219.0
KIA,CARENS,2013-2018,17-18,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS Y LOS FAROS ANTINIEBLA DELANTEROS",1630/1g,1930/2g,2570/3g,1430.0,1830.0,2630.0,3230.0,,6800.0,1020.0,1360.0,1564.0
KIA,CEED,2012-2018,12-16,True,False,,880/1g,1080/2g,1380/3g,880.0,1080.0,1370.0,1830.0,,4700.0,705.0,940.0,1081.0
KIA,CEED,2012-2018,16-18,False,False,"CAMBIA PARAGOLPES, REJILLAS E ILUMINACION",1180/1g,1470/2g,1870/3g,1380.0,1430.0,1770.0,2330.0,,7500.0,1125.0,1500.0,1725.0
KIA,CEED,2018-2025,18-21,True,False,,1530/1g,2130/2780/2g,3030/3g,,2280.0,2880.0,3360.0,,11000.0,1650.0,2200.0,2530.0
KIA,CEED,2018-2025,22-25,True,False,"CAMBIA PARAGOLPES DELANTERO, REJILLAS, PARAGOLPES TRASERO, PORTON TRASERO Y LA ILUMINACION",2180/2680/1g,3130/2g,4630/3g,,2680.0,3190.0,5230.0,,17500.0,2625.0,3500.0,4025.0
KIA,K4,2026 EN ADELANTE,26>,False,False,SIN FOTOS DE LA VERSION NORMAL 06/02/2026,,,,,,,,,,,,
KIA,PRO CEED,2012-2018,12-16,True,False,,,,,680.0,930.0,1170.0,2070.0,,6000.0,900.0,1200.0,1380.0
KIA,PRO CEED,2012-2018,16-18,False,False,"CAMBIA PARAGOLPES DELANTERO, REJILLAS Y LA ILUMINACION",,,,880.0,1230.0,1530.0,2430.0,,8000.0,1200.0,1600.0,1840.0
KIA,PRO CEED,2018 EN ADELANTE,18-21,True,False,,,,,1380.0,2380.0,2680.0,3330.0,,15500.0,2325.0,3100.0,3565.0
KIA,PRO CEED,2018 EN ADELANTE,22>,True,False,"CAMBIA PARAGOLPES DELANTERO, REJILLAS, PARAGOLPES TRASERO Y LA ILUMINACION",,,,,,,,,21000.0,3150.0,4200.0,4830.0
KIA,X-CEED,2020 EN ADELANTE,20-23,True,False,,2430/1hg,3380/2gh,4030/3gh,2430.0,2780.0,3710.0,4030.0,,13700.0,2055.0,2740.0,3151.0
KIA,X-CEED,2020 EN ADELANTE,23>,False,False,"CAMBIA PARAGOLPES DELANTERO, REJILLAS, EL SPOILER DE PARAGOLPES TRASERO Y LA ILUMINACION",2880/1g,3680/2,5130,2880.0,3230.0,3730.0,5330.0,,17200.0,2580.0,3440.0,3956.0
KIA,NIRO,2016-2022,16-19,True,False,,1710/1gh,2330/2gh,3230/gh,1830.0,2230.0,2680.0,3480.0,,8500.0,1275.0,1700.0,1955.0
KIA,NIRO,2016-2022,19-22,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, PARAGOLPES TRASERO Y LA ILUMINACION",2380/1g,2930/2g,3680/3g,2380.0,2780.0,3150.0,3780.0,,11900.0,1785.0,2380.0,2737.0
KIA,NIRO,2022 EN ADELANTE,22>,True,False,,2930/1g,3380/2g,4680/3g,3130.0,3630.0,4130.0,5230.0,,22600.0,3390.0,4520.0,5198.0
KIA,OPTIMA,2012-2016,12-14,True,False,,,,,,600.0,1200.0,1500.0,,7000.0,1050.0,1400.0,1610.0
KIA,OPTIMA,2012-2016,14-16,False,False,"CAMPIA PARAGOLPES, REJILLAS, ILUMINACION Y PORTON TRASERO",,,,,880.0,1400.0,1700.0,,8000.0,1200.0,1600.0,1840.0
KIA,OPTIMA,2016-2020,16-18,True,False,,1740/1g,,,1680.0,2480.0,2880.0,3370.0,,9500.0,1425.0,1900.0,2185.0
KIA,OPTIMA,2016-2020,18-20,False,False,"CAMBIA EL PARAGOLPES DELANTERO, REJILLAS Y LA ILUMINACION (EN EL 4 PUERTAS TAMBIEN CAMBIA EL PARAGOLPES TRASERO)",,,,,2580.0,3280.0,3780.0,,13600.0,2040.0,2720.0,3128.0
KIA,PICANTO,2011-2017,11-15,True,False,,,,,,470.0,570.0,930.0,,3300.0,495.0,660.0,759.0
KIA,PICANTO,2011-2017,15-17,False,False,"CAMBIA PARAGOLPES, REJILLAS, ALETAS, RETROVISORES (AHORA NO LLEVAN INTERMITENTE) E ILUMINACION",,,,,630.0,830.0,1130.0,,4300.0,645.0,860.0,989.0
KIA,PICANTO,2017 EN ADELANTE,17-21,True,False,,solo hay gasolina,67/84/100cv,,880.0,930.0,1330.0,1680.0,,5900.0,885.0,1180.0,1357.0
KIA,PICANTO,2017 EN ADELANTE,21-23,False,False,"CAMBIA PARAGOLPES DELANTERO, REJILLAS, PARAGOLPES TRASERO Y LA ILUMINACION",,,,1230.0,1380.0,1680.0,2430.0,,8900.0,1335.0,1780.0,2047.0
KIA,PICANTO,2017 EN ADELANTE,24>,False,False,CAMBIA LA CARROCERIA FRONTAL COMPLETA Y LA CARROCERIA TRASERA COMPLETA,,,,,,,,,11500.0,1725.0,2300.0,2645.0
KIA,RIO,2012-2017,12-15,True,False,,/1G,1030/2G,1370/3g,,880.0,1030.0,1630.0,,4300.0,645.0,860.0,989.0
KIA,RIO,2012-2017,15-17,False,False,"CAMBIA PARAGOLPES DELANTERO, REJILLAS, PARAGOLPES TRASERO E ILUMINACION",/1G,1380/2G,1780/3g,,1330.0,1580.0,1830.0,,6000.0,900.0,1200.0,1380.0
KIA,RIO,2017 EN ADELANTE,17-21,True,False,,900/1G,1730/2G,2180/3G,1280.0,1630.0,1870.0,2630.0,,8500.0,1275.0,1700.0,1955.0
KIA,RIO,2017 EN ADELANTE,21>,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS Y LA ILUMINACION",1880/1g,2230/2g,3280/3g,1870.0,2080.0,2530.0,3580.0,,11900.0,1785.0,2380.0,2737.0
KIA,SORENTO,2010-2015,10-13,True,False,,,,,,1280.0,1680.0,2018.0,,4500.0,675.0,900.0,1035.0
KIA,SORENTO,2010-2015,14-15,True,False,"CAMBIA PARAGOLPES DELANTERO, REJILLAS, PARAGOLPES TRASERO, PORTON TRASERO Y LA ILUMINACION",,1860/2/3,,,1480.0,1870.0,2370.0,,10000.0,1500.0,2000.0,2300.0
KIA,SORENTO,2015-2020,15-17,True,False,,1570/0 mot mal,,,1870.0,2670.0,3280.0,4370.0,,11000.0,1650.0,2200.0,2530.0
KIA,SORENTO,2015-2020,18-20,True,False,"CAMBIA PARAGOLPES, REJILLAS, ILUMINACION Y LAS MOLDURAS DE LAS PUERTAS (LAS PUERTAS SON LAS MISMAS)",1870/0/1,,,1870.0,2770.0,3680.0,4670.0,,21300.0,3195.0,4260.0,4899.0
KIA,SORENTO,2020 EN ADELANTE,20-24,True,False,,3030/3530//1gh,4230/2gh,4880,3280.0,3880.0,5630.0,6930.0,,31000.0,4650.0,6200.0,7130.0
KIA,SORENTO,2020 EN ADELANTE,24>,True,False,CAMBIA LA CARROCERIA FRONTAL COMPLETA Y LA CARROCERIA TRASERA COMPLETA,,,,,,,,,41000.0,6150.0,8200.0,9430.0
KIA,SOUL,2009-2014,09-11,True,False,,,,,,680.0,980.0,1280.0,,4000.0,600.0,800.0,920.0
KIA,SOUL,2009-2014,12-14,False,False,"CAMBIA PARAGOLPES DELANTERO, REJILLAS, CAPO, PUERTAS, PARAGOLPES TRASERO, RETROVISORES E ILUMINACION",,,,,,,,,8200.0,1230.0,1640.0,1886.0
KIA,SOUL,2014-2019,14-17,True,False,,,,,1030.0,1230.0,1730.0,2480.0,,10000.0,1500.0,2000.0,2300.0
KIA,SOUL,2014-2019,17-19,False,False,"CAMBIA PARAGOLPES, REJILLAS E ILUMINACION",,,,,1530.0,2270.0,3130.0,,11600.0,1740.0,2320.0,2668.0
KIA,SPORTAGE,2011-2015,11-14,True,False,,1880/1g,2030/2g,2530/3g,,1930.0,2330.0,2630.0,,4000.0,600.0,800.0,920.0
KIA,SPORTAGE,2011-2015,14-15,True,False,"CAMBIA LA PARRILLA SUPERIOR, LOS FAROS, PILOTOS TRASEROS SUPERIORES Y LAS PUERTAS TRASERAS (EL NERVIO TIENE DISTINTO RECORRIDO)",1880/1g,2270/2g,2630/3g,,2130.0,2230.0,2730.0,,5500.0,825.0,1100.0,1265.0
KIA,SPORTAGE,2016-2021,16-18,True,False,,2280/2420/1g,3210/2g,4580/3G,2880.0,3190.0,4230.0,4880.0,,11000.0,1650.0,2200.0,2530.0
KIA,SPORTAGE,2016-2021,18-21,True,False,"CAMBIAN LOS PARAGOLPES, REJILLAS E ILUMINACION",2680/1g,3410/3810/2g,4880/3G,3410.0,3780.0,4880.0,5380.0,,13000.0,1950.0,2600.0,2990.0
KIA,SPORGAGE,2022 EN ADELANTE,22-25,True,False,,3410/3730/1g,4230/5230/2g,6130/3g,3780.0,4880.0,5380.0,6350.0,,28000.0,4200.0,5600.0,6440.0
KIA,SPORGAGE,2022 EN ADELANTE,26>,True,False,"CAMBIA LA CARROCERIA FRONTAL COMPLETA (EXCEPTO CAPO), PARAGOLPES TRASERO Y LA ILUMINACIÓN",,,,4130.0,5230.0,6330.0,7130.0,,32000.0,4800.0,6400.0,7360.0
KIA,STINGER,2018-2024,18-21,True,False,,,,,3280.0,4270.0,5170.0,6230.0,,27000.0,4050.0,5400.0,6210.0
KIA,STINGER,2018-2024,22-24,True,False,CAMBIA LA ILUMINACION Y EL PARAGOLPES TRASERO (SUPUESTAMENTE EL PARAGOLPES DELANTERO TAMBIEN PERO NO CONSIGO ENCONTRAR LA DIFERENCIA),366cv-,,,,4580.0,5710.0,7830.0,,35000.0,5250.0,7000.0,8050.0
KIA,STONIC,2018 EN ADELANTE,18-21,True,False,,2480/1g,2680/3030/2g,3630/3g,2830.0,3280.0,3630.0,4030.0,,9500.0,1425.0,1900.0,2185.0
KIA,STONIC,2018 EN ADELANTE,21-25,True,False,CAMBIAN LOS FAROS DELANTERO Y LOS ANTINIEBLA DELANTEROS EN LA VERSION GT LINE (SUPUESTAMENTE LOS PARAGOLPES TAMBIEN CAMBIAN PERO NO CONSIGO ENCONTRAR LAS DIFERENCIAS),3030/1g,3450/2g,4030/3g,3350.0,3680.0,4280.0,5030.0,6600.0,11000.0,1650.0,2200.0,2530.0
KIA,STONIC,2018 EN ADELANTE,26>,True,False,"CAMBIA EL PARAGOLPES DELANTERO, REJILLAS, ALETAS, PORTÓN TRASERO, PARAGOLPES TRASERO Y LA ILUMINACIÓN",,,,,,,,,0.0,0.0,0.0,0.0
KIA,VENGA,2010 EN ADELANTE,10-15,True,False,,830,1030,1230,,930.0,1180.0,1580.0,,3700.0,555.0,740.0,851.0
KIA,VENGA,2010 EN ADELANTE,15-18,True,False,"CAMBIA PARAGOLPES, REJILLAS E ILUMINACION",1230,1530,2030,,1030.0,1380.0,1830.0,,6400.0,960.0,1280.0,1472.0
LANCIA,YPSILON,2024 EN ADELANTE,24>,True,False,,,,,,,,,,24000.0,3600.0,4800.0,5520.0
LAND ROVER,DEFENDER,2020 EN ADELANTE,20-24,True,False,EL MODELO DE 3 PUERTAS ES DENOMINADO CON TIPO 90 Y EL DE 5 PUERTAS ES DENOMINADO CON TIPO 110 / EL 130 5 PUERTAS MAS LARGO,,,,6580.0,8230.0,8830.0,14130.0,,46900.0,7035.0,9380.0,10787.0
LAND ROVER,DISCOVERY 4,2020 EN ADELANTE,10-13,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, LOS FAROS, PARAGOLPES TRASERO Y LOS PILOTOS TRASEROS",,3600,2.7 TD V6,190.0,3180.0,3780.0,4880.0,,12500.0,1875.0,2500.0,2875.0
LAND ROVER,DISCOVERY 4,2020 EN ADELANTE,14-17,False,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, LOS FAROS, RETROVISORES Y LOS PILOTOS TRASERO",mirar Km OJO,,SE 3.0TD V6,211.0,5180.0,6100.0,7280.0,5480.0,14300.0,2145.0,2860.0,3289.0
LAND ROVER,DISCOVERY 5,2016 EN ADELANTE,16-21,True,False,,,,SE 3.0TD V6,211.0,6870.0,7280.0,9030.0,,16000.0,2400.0,3200.0,3680.0
LAND ROVER,DISCOVERY 5,2016 EN ADELANTE,21-24,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, EL PARAGOLPES TRASERO Y LA ILUMINACION",,,,,6870.0,7280.0,9680.0,,79900.0,11985.0,15980.0,18377.0
LAND ROVER,DISCOVERY SPORT,2015-2019,15-19,True,False,,"2,0 TD4 -->",motor mal,3030,6380.0,6770.0,7480.0,8130.0,4230.0,9000.0,1350.0,1800.0,2070.0
LAND ROVER,DISCOVERY SPORT,2019 EN ADELANTE,19-23,True,False,,caja y,bateria mal,5280,7180.0,7830.0,8230.0,8830.0,,18900.0,2835.0,3780.0,4347.0
LAND ROVER,DISCOVERY SPORT,2019 EN ADELANTE,23-24,True,False,"NO HE PODIDO CONFIRMARLO, PERO PARECE QUE EN ESTA ACTUALIZACION SOLO CAMBIA UN POCO EL INTERIOR, EXTERÍOR PARECE SER QUE NO TIENE CAMBIOS",,,,,,,,,39900.0,5985.0,7980.0,9177.0
LAND ROVER,RANGE ROVER  VOGUE,2014-2021,13-17,True,False,,"3,0 v",,340cv v8td,7180.0,7830.0,8330.0,10430.0,,15000.0,2250.0,3000.0,3450.0
LAND ROVER,RANGE ROVER  VOGUE,2014-2021,18-21,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, LOS RESPIRADEROS DE LAS PUERTAS, EL PARAGOLPES TRASERO Y LA ILUMINACION",,,340cv v8td,7830.0,8330.0,10430.0,15360.0,,31900.0,4785.0,6380.0,7337.0
LAND ROVER,RANGE ROVER,2022 EN ADELANTE,22-24,True,False,,,,,,,,,,115000.0,17250.0,23000.0,26450.0
LAND ROVER,SPORT,2013-2022,13-17,True,False,,"2,0 TD150cv",5380/6130,3.0 td 258cv,5630.0,7130.0,7630.0,8880.0,,12000.0,1800.0,2400.0,2760.0
LAND ROVER,SPORT,2013-2022,18-22,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, LOS RESPIRADEROS DE LAS PUERTAS, EL PARAGOLPES TRASERO Y LA ILUMINACION",6930/1g2.0d,8180/2g/2.0,3.0/306cv,,8130.0,9130.0,10230.0,,28900.0,4335.0,5780.0,6647.0
LAND ROVER,SPORT,2023 EN ADELANTE,23-24,True,False,,530cv/v8->,14230/1g,3.0/306cv,8880.0,10580.0,12130.0,15330.0,,76900.0,11535.0,15380.0,17687.0
LAND ROVER,EVOQUE,2011-2019,11-15,True,False,,"2,0 TD4 -->",motor mal,2780,4130.0,4880.0,5680.0,6830.0,,8000.0,1200.0,1600.0,1840.0
LAND ROVER,EVOQUE,2011-2019,15-19,False,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, LOS RETROVISORES, EL PARAGOLPES TRASERO Y LA ILUMINACION",NO MOTOR,motor mal,4130,4880.0,5630.0,6230.0,7130.0,5600.0,12500.0,1875.0,2500.0,2875.0
LAND ROVER,EV0QUE,2019 EN ADELANTE,19-24,True,False,,,11800vida,14250vida,6830.0,7380.0,8680.0,10230.0,,17900.0,2685.0,3580.0,4117.0
LAND ROVER,VELAR L560,2018 EN ADELANTE,18-23,True,False,,vida 16000.eur motor mal 2.2d,,"2,2D/150CV",7430.0,8130.0,8880.0,10430.0,10000.0,25000.0,3750.0,5000.0,5750.0
LAND ROVER,VELAR L560,2018 EN ADELANTE,23-24,True,False,"CAMBIA EL PARAGOLPES DELANETRO, LAS REJILLAS, EL PARAGOLPES TRASERO Y LA ILUMINACION",tambien con motor 250cv,,Y 300CV/G,,,,11630.0,,34500.0,5175.0,6900.0,7935.0
LEAPMOTOR,C10,2024 EN ADELANTE,24>,True,False,,,,,,,,,,0.0,0.0,0.0,0.0
LYNK&CO,01,2017 EN ADELANTE,17-24,True,False,,,,,2680.0,3030.0,3630.0,5030.0,,18000.0,2700.0,3600.0,4140.0
LYNK&CO,01,2017 EN ADELANTE,25>,True,False,"CAMBIA EL PARAGOLPES DELANTERO, REJILLAS, RETROVISORES, MOLDURAS DE PUERTA, BANDEAU PORTÓN, PARAGOLPES TRASERO Y LOS PILOTOS TRASEROS",,,,,3680.0,4830.0,6430.0,,35000.0,5250.0,7000.0,8050.0
LYNK&CO,08,2025 EN ADELANTE,25>,True,False,,,,,,,,,,0.0,0.0,0.0,0.0
MAZDA,MAZDA 2,2008-2015,08-11,True,False,,,,,,,,,,2000.0,300.0,400.0,460.0
MAZDA,MAZDA 2,2008-2015,11-15,True,False,CAMBIA EL PARAGOLPES DELANTERO Y LAS REJILLAS,,,,,730.0,1030.0,1300.0,,7200.0,1080.0,1440.0,1656.0
MAZDA,MAZDA 2,2015-2025,15-19,True,False,,1380/1g,1880/2g,2530/3G,1330.0,1880.0,2380.0,2780.0,,8500.0,1275.0,1700.0,1955.0
MAZDA,MAZDA 2,2015-2025,20-23,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, PARAGOLPES TRASERO Y LA ILUMINACION",2030,2580,3030,1830.0,2360.0,2630.0,3270.0,,14200.0,2130.0,2840.0,3266.0
MAZDA,MAZDA 2,2015-2025,23-25,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS Y LOS FAROS DELANTEROS",2230,3030,3330,,2180.0,,,,18000.0,2700.0,3600.0,4140.0
MAZDA,MAZDA 2 HIBRIDO,2022 EN ADELANTE,22-24,True,False,EN ABSOLUTAMENTE TODAS LAS PIEZAS MARCAR VALIDEZ: MAZDA 2 HYBRID / TOYOTA YARIS,,,,,,,,,16250.0,2437.5,3250.0,3737.5
MAZDA,MAZDA 2 HIBRIDO,2022 EN ADELANTE,24>,False,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS Y LA MOLDURA DE PORTON (INDICA QUE LOS FAROS TAMBIÉN CAMBIA PERO NO LO VEO)",,,,,,,,,20000.0,3000.0,4000.0,4600.0
MAZDA,MAZDA 3,2009-2014,09-12,True,False,,,,,,470.0,770.0,970.0,,4300.0,645.0,860.0,989.0
MAZDA,MAZDA 3,2009-2014,12-14,False,False,CAMBIA PARAGOLPES E ILUMINACION,,,,,870.0,970.0,1570.0,,5900.0,885.0,1180.0,1357.0
MAZDA,MAZDA 3,2014-2019,14-17,True,False,CAMBIA DEL 5 AL 4 PUERTAS PARAGOLPES DELANTERO Y ALETAS,"1730/2,2cc",2430/2g,2670/3g,1430.0,2330.0,2680.0,3580.0,,6900.0,1035.0,1380.0,1587.0
MAZDA,MAZDA 3,2014-2019,17-19,True,False,"CAMBIA EL PARAGOLPES DELANTERO, REJILLAS, PARAGOLPES TRASERO Y LA ILUMINACION","2280/2,2cc",2870/2g,3480/3g,1430.0,2480.0,2870.0,3830.0,,12000.0,1800.0,2400.0,2760.0
MAZDA,MAZDA 3,2020 EN ADELANTE,20>,True,False,CAMBIA DEL 5 AL 4 PUERTAS PARAGOLPES DELANTERO Y ALETAS,"3130/2,0cc",4130/2g,4880/3g,1430.0,2680.0,3580.0,5230.0,,15200.0,2280.0,3040.0,3496.0
MAZDA,MAZDA 5,2011-2016,11-16,True,False,,,,,1130.0,1430.0,1860.0,2530.0,,1700.0,255.0,340.0,391.0
MAZDA,MAZDA 6,2008-2013,08-10,True,False,,mirar km?¿,,,,670.0,870.0,1170.0,,1100.0,165.0,220.0,253.0
MAZDA,MAZDA 6,2008-2013,10-13,False,False,"CAMBIA BASICAMENTE PARAGOLPES, REJILLAS E ILUMINACION",,,,,670.0,870.0,1370.0,,2800.0,420.0,560.0,644.0
MAZDA,MAZDA 6,2013 EN ADELANTE,13-15,True,False,,1830/1g,2330,2830,,2330.0,2680.0,3030.0,,3500.0,525.0,700.0,805.0
MAZDA,MAZDA 6,2013 EN ADELANTE,15-16,True,False,"CAMBIA PARAGOLPES DELANTERO, REJILLAS E ILUMINACION",2380/1g,2680/2g,3130/3g,,2230.0,2780.0,3430.0,,5000.0,750.0,1000.0,1150.0
MAZDA,MAZDA 6,2013 EN ADELANTE,16-18,True,False,APARENTEMENTE CAMBIA SOLO EL RETROVISOR Y LA ILUMINACION,2680/1g,3330/2g,3680/3g,,2880.0,3680.0,4280.0,,8500.0,1275.0,1700.0,1955.0
MAZDA,MAZDA 6,2013 EN ADELANTE,18-24,False,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, PARAGOLPES TRASERO, PORTON TRASERO Y LA ILUMINACION",3080/1g,3480/2g,4230/3g,,3580.0,3880.0,4630.0,,12500.0,1875.0,2500.0,2875.0
MAZDA,CX 3,2015-2020,15-18,True,False,,2130/1g,2670/2g,3680/3g,3030.0,2780.0,3480.0,4480.0,,7400.0,1110.0,1480.0,1702.0
MAZDA,CX 3,2015-2020,18-20,True,False,CAMBIAN LAS REJILLAS DEL PARAGOLPES DELANTERO Y TODA LA ILUMINACION,2480/1g,3130/2g,4480/3g,3130.0,3480.0,4580.0,4880.0,,12500.0,1875.0,2500.0,2875.0
MAZDA,CX30,2020-2025,20-25,True,False,,2830/3030/1g,3710/4380/2g,5380/3g,3480.0,4480.0,5130.0,5630.0,,15900.0,2385.0,3180.0,3657.0
MAZDA,CX 5,2012-2017,12-15,True,False,,2130/1g,2270/2g,2870/3g,,2730.0,2830.0,3580.0,,5000.0,750.0,1000.0,1150.0
MAZDA,CX 5,2012-2017,15-17,True,False,"CAMBIAN LAS REJILLAS DE PARAGOLPES, LOS RETROVISORES Y LA ILUMINACION",2480/1g,2670/2g,3270/3g,2630.0,2870.0,3130.0,3830.0,,8500.0,1275.0,1700.0,1955.0
MAZDA,CX 5,2017-2025,17-20,True,False,,2630/1g,3470/2g,4880/3g,2630.0,3280.0,4330.0,5030.0,,10000.0,1500.0,2000.0,2300.0
MAZDA,CX 5,2017-2025,21-25,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, EL PARAGOLPES TRASERO, MOLDURA PORTON Y LA ILUMINACION",3710/4330,6130,6430,4330.0,4030.0,6130.0,6830.0,,19500.0,2925.0,3900.0,4485.0
MAZDA,CX 5,2025 EN ADELANTE,25>,True,False,,,,,,,,,,,,,
MAZDA,CX-60,2023 EN ADELANTE,23>,True,False,,,,,,,,,,33700.0,5055.0,6740.0,7751.0
MAZDA,CX-80,2024 EN ADELANTE,24>,True,False,,,,,,,,,,54000.0,8100.0,10800.0,12420.0
